crashedAt,totalBankUsd,usersCount,itemsCount
10.43,185.36,67,84
2.80,63.68,53,61
1.78,167.22,57,68
1.05,59.34,49,54
1.30,269.50,64,74
1.90,73.63,59,69
6.99,197.58,73,90
1.94,41.00,46,52
3.43,182.84,59,74
2.30,48.64,46,52
1.00,169.84,57,68
1.03,65.75,50,56
1.37,206.71,64,73
6.19,130.59,53,63
1.28,206.54,68,81
2.45,80.70,56,61
2.17,216.19,67,86
1.32,55.04,51,58
68.30,145.27,61,72
1.22,66.04,46,54
1.61,228.45,62,82
2.90,113.42,52,59
8.10,168.72,61,74
1.85,48.46,45,53
3.14,138.39,66,89
1.05,66.25,48,55
1.04,155.66,62,77
34.48,89.14,53,60
1.01,246.36,71,87
1.45,57.93,53,63
1.07,332.52,80,90
1.77,84.48,59,76
2.45,181.75,73,88
9.00,169.86,68,78
2.69,233.18,65,73
1.38,87.05,63,73
83.22,254.31,73,90
2.66,46.13,45,51
1.48,228.21,67,75
1.32,47.68,50,54
2.51,194.33,68,87
1.28,56.82,50,56
1.70,183.03,62,80
8.17,30.58,47,54
1.76,159.25,71,91
1.65,49.33,50,54
1.80,226.17,72,84
4.77,77.63,55,65
1.89,187.49,71,84
89.99,54.61,60,68
2.07,190.95,63,77
1.90,25.55,45,58
5.60,191.93,62,74
1.33,54.98,54,67
79.85,200.60,64,79
1.23,19.66,45,55
1.42,193.89,70,91
1.50,44.11,50,61
3.17,230.58,70,83
2.38,54.17,55,63
2.17,195.61,65,79
1.06,46.43,55,62
1.58,145.20,67,76
1.95,54.65,60,65
2.41,199.30,73,93
3.31,48.06,54,58
2.92,209.85,67,80
1.00,58.16,59,72
1.07,199.16,70,85
1.55,53.36,58,68
1.12,190.38,74,89
2.85,114.26,70,84
1.84,207.20,75,86
1.46,104.57,69,85
1.36,182.65,69,80
6.86,83.25,64,79
3.12,198.39,69,79
1.84,90.54,58,66
1.20,237.18,71,81
7.08,75.56,59,63
23.33,165.65,67,74
1.81,44.02,54,65
1.87,199.44,61,77
2.21,76.30,63,76
1.41,115.61,65,81
1.96,76.41,59,67
4.37,174.36,73,82
1.87,76.09,57,68
1.05,155.81,67,81
6.68,100.12,66,78
1.51,140.44,67,79
39.38,82.57,58,67
1.37,185.62,64,75
3.28,96.25,66,80
2.41,139.01,63,78
1.67,73.12,53,66
9.62,176.69,69,79
1.02,89.71,61,70
1.71,199.06,63,77
1.01,93.69,69,75
1.00,190.78,79,89
1.33,146.68,58,64
3.48,154.06,74,101
1.00,88.49,69,75
14.73,161.24,69,81
2.72,79.17,59,66
5.25,140.58,60,71
1.21,53.88,52,61
45.66,195.27,68,79
1.43,60.06,53,61
1.85,154.65,68,87
9.50,73.58,59,74
2.31,177.91,56,66
1.94,64.93,57,64
2.55,190.03,60,68
2.90,86.53,54,61
52.39,119.42,60,73
1.23,70.94,47,57
1.38,155.65,61,71
2.27,86.62,56,68
1.82,202.98,61,80
1.41,107.00,56,63
1.51,168.54,68,81
2.83,99.37,62,73
1.14,165.22,66,80
1.80,62.65,50,57
6.47,190.23,71,85
1.81,89.60,55,59
2.64,194.80,71,85
82.64,47.20,57,68
1.70,157.99,62,73
1.07,72.62,60,72
1.24,186.72,61,76
2.02,94.57,66,83
3.90,161.53,67,85
1.80,123.74,59,69
1.59,224.78,65,78
17.93,111.48,60,73
5.00,173.00,60,74
1.53,48.71,50,58
2.07,134.54,62,80
3.34,101.84,58,67
1.20,144.71,67,75
20.92,76.58,50,59
1.92,220.45,64,78
1.40,98.76,57,72
2.19,189.56,65,82
1.51,80.09,54,68
1.21,155.79,67,79
2.20,147.76,57,62
4.32,146.29,64,85
1.14,66.28,56,65
6.02,216.17,60,64
1.28,93.30,59,71
3.20,185.72,71,88
1.93,65.28,55,63
15.54,180.80,79,90
1.30,119.43,59,64
2.39,189.49,70,80
1.21,124.34,57,63
1.26,228.57,73,92
9.26,119.86,61,70
4.26,188.21,64,77
1.08,106.09,57,62
1.06,240.59,63,67
2.56,163.44,58,68
2.07,242.05,72,80
1.24,175.70,55,64
3.50,310.96,72,80
1.15,106.98,65,76
2.32,244.44,69,88
1.32,131.85,64,75
2.67,238.40,74,88
1.53,115.18,58,65
3.41,154.25,73,78
40.83,67.97,58,71
1.00,163.18,60,72
1.06,58.16,52,61
1.02,282.10,76,95
2.49,200.85,65,75
1.06,272.53,67,93
7.65,93.44,61,73
1.69,165.89,64,79
3.98,135.57,70,82
2.20,209.05,72,82
1.71,84.41,57,63
3.53,147.08,68,88
1.38,75.60,54,63
8.65,237.83,77,89
1.87,105.28,53,61
1.92,194.89,64,70
85.24,113.37,64,81
4.33,190.84,60,76
4.94,46.57,44,53
1.24,175.39,65,80
1.20,92.22,50,62
91.96,235.97,71,87
2.79,97.61,51,65
1.50,121.39,53,64
2.81,89.22,56,81
1.29,190.68,55,67
1.54,89.78,57,68
7.64,243.38,69,82
2.80,78.13,45,53
1.80,141.83,63,74
2.33,99.92,55,66
1.50,219.04,59,75
1.27,94.09,64,76
15.04,190.17,71,81
6.42,59.36,56,68
1.05,132.38,58,70
2.40,81.43,57,69
3.32,192.14,65,71
4.90,99.94,65,69
1.37,184.07,68,76
5.12,74.84,56,62
1.08,160.65,62,72
1.05,105.09,63,71
1.04,210.16,68,83
1.27,160.98,72,84
2.65,297.32,85,97
2.31,136.73,67,73
1.34,226.89,73,84
1.65,119.03,66,76
62.84,242.62,79,91
1.55,70.73,56,67
1.34,211.43,67,82
9.68,133.38,55,64
1.82,163.55,75,84
3.78,105.80,50,53
2.66,210.63,68,75
1.06,81.72,61,70
1.87,206.33,60,72
2.44,96.98,64,75
1.06,244.74,71,79
3.02,94.01,61,73
1.35,146.13,78,97
184.15,97.35,62,76
2.66,190.14,68,90
1.42,111.90,62,72
1.01,178.79,67,75
1.34,124.61,63,74
1.07,191.48,77,100
1.20,147.28,75,94
1.28,186.25,66,84
3.10,98.79,63,72
1.48,189.99,75,95
9.62,140.74,60,77
1.11,200.91,72,88
1.83,103.17,56,64
63.40,265.85,73,87
3.32,88.01,55,63
1.27,120.45,61,71
2.02,94.15,55,63
1.06,149.07,61,75
3.74,114.73,60,75
1.42,142.45,60,72
1.70,117.65,64,84
8.90,244.99,77,88
2.58,78.49,53,60
4.88,109.32,71,84
1.96,68.24,53,58
1.25,136.50,62,78
2.65,122.57,58,72
9.08,95.73,57,66
1.06,70.90,56,67
58.09,119.59,61,76
1.33,82.50,54,65
1.65,173.88,70,84
1.00,131.56,61,75
6.16,174.57,68,88
1.22,95.75,60,68
2.10,151.59,66,79
2.93,111.07,65,72
1.87,163.97,66,78
1.34,80.94,65,77
1.27,153.07,73,82
4.68,113.43,60,68
8.05,152.28,74,89
1.81,93.95,56,60
1.89,194.95,63,68
2.06,98.72,61,76
2.62,138.53,58,69
56.38,85.99,60,65
1.04,196.35,64,79
1.26,66.96,57,68
1.25,155.96,63,73
2.69,114.35,67,75
8.19,181.44,71,79
2.91,98.57,65,71
1.06,200.23,68,82
2.10,85.68,60,68
1.02,116.26,67,76
1.72,169.76,77,101
1.43,172.79,70,83
1.22,114.91,75,87
2.53,207.16,78,89
1.30,113.26,62,70
2.56,204.30,75,90
69.08,89.40,61,65
1.71,135.00,61,75
2.02,96.49,55,63
2.72,137.56,58,72
1.46,89.68,58,79
6.75,144.92,65,78
1.02,72.77,46,58
1.85,153.19,69,85
5.57,83.43,52,58
1.93,159.57,70,90
41.85,103.58,66,79
1.42,99.03,61,74
1.28,95.26,53,62
1.33,187.51,72,89
3.01,133.05,65,76
2.18,151.14,61,72
1.26,108.30,55,69
9.25,178.36,69,81
2.02,92.61,59,70
2.36,169.15,64,73
15.84,123.56,63,74
1.59,86.79,57,68
1.73,124.82,64,82
1.68,141.46,66,77
1.00,115.32,63,75
1.01,206.77,75,87
1.40,88.50,64,71
1.08,217.79,76,89
2.44,106.50,59,77
2.44,131.15,78,94
3.04,114.79,67,75
6.21,159.78,80,92
24.97,92.67,64,69
1.49,150.68,70,80
1.05,128.90,58,64
3.69,156.77,64,77
6.59,90.57,67,73
2.15,134.72,63,74
1.29,75.14,60,69
3.36,168.53,62,71
8.46,92.43,64,78
1.08,90.91,61,72
1.43,87.31,57,69
9.23,197.20,70,77
3.26,112.11,56,67
2.49,173.37,72,85
1.01,113.35,56,63
3.10,144.49,68,86
1.67,113.31,61,72
1.05,229.31,75,87
1.64,135.02,70,84
1.29,153.51,69,83
25.32,193.66,71,90
1.27,182.02,65,75
8.19,143.63,61,74
1.03,106.28,58,82
1.25,106.52,51,58
1.51,196.47,78,95
2.97,125.72,69,75
3.93,162.43,74,94
1.53,91.76,56,67
42.88,143.01,67,86
1.22,76.50,55,61
6.12,127.77,63,72
1.08,95.10,52,63
3.16,145.71,65,81
1.50,130.32,58,67
1.20,146.48,69,95
1.81,159.68,64,79
2.62,120.97,66,80
21.33,156.14,66,73
2.38,88.97,60,74
2.24,122.74,60,67
1.33,127.83,62,79
1.30,129.10,57,66
6.47,104.19,62,74
2.70,110.01,60,76
27.37,99.04,58,71
1.09,128.89,57,69
1.03,136.85,65,80
1.03,127.79,65,79
1.32,182.12,69,93
1.48,133.04,67,80
2.87,116.17,53,65
4.46,130.65,47,57
1.57,116.22,49,55
1.20,110.71,47,52
2.59,185.74,57,69
3.41,122.48,47,49
1.04,126.02,50,58
1.62,129.56,48,53
2.41,143.01,56,58
1.75,96.27,53,59
173.82,171.62,58,62
1.80,72.35,39,49
1.37,114.82,39,43
1.06,129.91,48,59
1.21,175.08,45,50
2.15,146.38,46,57
1.07,164.69,53,64
3.87,145.25,50,55
1.29,127.52,48,52
4.09,145.78,52,59
3.71,106.01,39,40
1.37,106.80,44,51
2.39,114.25,35,41
1.62,99.58,41,48
3.53,111.49,38,45
1.49,143.46,40,44
91.26,115.77,41,53
1.34,72.71,34,40
1.93,126.43,37,39
3.39,129.96,48,51
1.01,103.00,44,49
4.26,112.49,39,42
1.03,119.57,41,47
2.04,166.74,49,53
3.89,112.52,43,43
1.35,146.50,53,58
2.50,117.84,48,51
6.68,227.60,49,59
1.06,90.31,43,46
2.82,132.68,43,48
1.96,127.59,50,60
3.32,167.53,49,52
1.23,110.09,49,54
2.50,121.56,50,56
1.71,133.03,47,52
1.69,177.45,51,55
9.92,121.63,41,44
2.42,157.04,46,52
83.48,151.87,43,51
1.51,123.77,42,53
2.15,117.74,38,45
8.42,143.83,37,46
1.00,117.08,41,49
1.45,157.22,42,48
1.61,87.47,49,55
2.64,205.85,62,69
1.00,165.77,50,58
1.07,188.86,48,53
1.09,242.81,52,55
2.09,357.97,55,76
2.97,289.29,60,62
1.22,180.70,55,60
2.87,221.68,62,72
1.35,261.29,55,58
1.05,167.13,52,56
1.21,392.18,52,58
4.21,201.13,59,66
1.38,235.43,56,60
1.29,196.80,49,51
8.44,164.19,55,61
2.43,100.45,40,45
1.44,152.43,45,53
3.96,104.60,43,48
3.82,124.92,43,49
2.07,102.32,39,41
1.06,137.33,51,57
1.36,105.55,43,48
85.59,158.36,53,57
2.58,115.26,42,47
3.45,122.85,40,46
3.06,115.85,39,42
1.49,122.70,38,39
4.35,121.57,40,46
1.22,154.77,42,48
2.42,78.88,36,40
2.73,180.43,43,47
1.08,122.09,41,45
27.91,127.78,44,49
1.00,119.42,45,49
4.32,117.94,38,42
1.08,119.71,43,58
1.29,137.72,41,43
9.15,162.03,47,58
1.59,105.52,42,46
2.11,134.48,46,52
1.49,128.08,39,46
1.46,104.82,47,54
2.97,141.87,49,54
1.95,141.57,43,50
1.74,146.15,51,61
1.50,185.96,50,61
11.81,201.70,54,64
1.01,102.72,41,43
1.80,223.74,42,52
8.21,179.47,47,58
7.73,122.12,42,45
2.84,149.72,38,41
1.87,169.78,45,52
1.00,125.93,40,44
2.83,177.63,50,52
1.99,193.56,53,63
1.27,144.94,50,58
10.26,178.16,54,59
1.07,160.33,44,51
2.66,143.40,46,49
1.42,180.24,43,45
7.70,154.44,50,56
1.34,194.39,51,53
1.76,144.68,44,50
1.31,184.84,43,46
12.07,190.08,45,53
5.58,187.98,47,54
1.07,143.47,39,42
2.71,127.93,47,54
1.00,157.23,47,47
1.95,237.35,49,59
2.39,195.58,53,60
1.39,182.58,53,57
19.73,195.77,56,62
2.23,161.31,48,50
1.24,154.99,46,48
1.61,131.63,46,55
2.25,137.15,46,52
1.01,161.54,44,48
1.04,153.25,43,48
1.55,184.06,56,66
2.14,187.39,58,68
3.25,242.82,59,68
44.94,128.56,52,57
1.52,152.80,41,44
2.05,140.83,44,48
1.95,178.71,39,42
1.02,143.42,51,62
1.24,169.49,51,65
3.09,219.34,57,73
1.20,202.03,49,51
2.40,191.58,55,59
3.88,210.85,45,49
1.09,160.99,78,97
1.02,159.01,84,95
1.00,163.85,92,119
1.28,258.64,94,120
1.35,216.51,91,112
2.50,223.23,103,142
1.41,155.17,85,103
2.72,138.08,88,111
3.81,162.43,88,109
87.14,153.20,88,107
2.16,130.46,75,92
1.97,135.19,72,102
5.68,125.92,66,85
2.96,124.38,78,103
6.27,134.23,75,98
1.08,105.89,65,88
1.58,113.19,77,97
1.00,142.35,83,115
1.52,170.46,86,107
1.33,166.22,86,101
1.33,228.35,89,104
1.24,157.90,92,109
3.79,264.12,89,110
2.35,155.48,91,108
1.41,157.26,89,111
1.00,187.29,90,105
1.08,148.67,94,108
17.82,215.26,94,110
4.39,169.39,85,107
1.22,164.06,88,109
6.03,173.51,80,111
2.08,160.27,79,96
1.38,126.95,82,105
1.00,149.89,75,98
1.25,188.82,92,111
1.39,207.21,86,111
1.21,191.62,85,109
1.36,311.77,87,108
1.25,143.53,75,97
14.33,157.84,94,117
6.77,181.95,88,119
1.95,139.71,73,93
3.98,136.42,69,85
1.75,159.33,69,90
1.00,160.34,78,99
2.75,163.11,74,88
3.02,136.23,74,84
1.28,129.62,79,96
1.27,153.54,84,107
1.26,208.52,85,105
1.22,172.64,91,103
2.91,192.93,83,94
1.01,254.01,97,123
1.32,180.83,81,103
2.24,182.81,100,125
4.42,229.10,88,105
1.71,115.85,81,98
8.38,152.79,93,112
1.54,135.73,77,100
2.44,143.26,76,92
1.05,133.78,78,103
1.06,171.55,78,90
2.84,241.73,90,113
1.11,182.66,74,84
1.93,188.76,100,121
3.19,140.25,87,112
86.26,144.69,81,98
1.05,147.33,85,100
2.41,174.62,82,108
1.23,147.81,72,86
1.11,146.72,85,111
4.76,189.22,83,104
1.20,280.34,86,109
1.49,130.06,73,81
7.98,188.06,103,136
2.12,114.43,74,87
1.62,132.41,81,98
1.66,129.42,80,98
3.62,122.42,80,93
5.72,110.16,71,90
1.39,98.90,72,89
4.43,139.43,74,93
1.05,107.74,73,99
1.22,104.71,72,87
1.06,145.84,84,107
4.91,155.79,82,105
8.65,155.26,82,106
2.38,119.20,72,93
1.29,181.69,75,101
1.38,123.64,77,105
1.06,155.79,64,77
3.08,193.39,101,127
7.92,99.93,66,77
1.29,120.55,77,91
1.26,214.45,89,111
2.27,126.66,78,94
1.85,122.06,79,91
3.06,247.37,85,107
1.09,185.09,72,92
5.15,165.41,82,101
1.58,223.64,82,107
1.01,227.38,81,98
1.25,249.68,94,121
1.03,174.43,82,98
2.43,307.19,95,121
7.62,140.49,76,96
2.70,227.74,91,109
1.34,153.33,70,87
2.29,301.36,88,106
1.22,246.21,91,119
2.61,275.53,79,99
26.70,245.86,86,111
1.05,243.48,63,77
1.22,243.42,85,111
1.00,170.08,79,95
1.27,157.08,82,96
1.23,176.10,75,94
1.39,172.87,81,108
5.29,150.26,81,108
2.60,119.40,68,90
2.01,174.12,75,96
1.27,133.50,75,94
2.07,165.47,76,110
1.00,135.01,66,83
2.89,131.00,79,97
1.50,128.40,72,93
3.01,113.54,77,107
3.77,144.38,77,91
1.06,174.76,80,99
1.00,140.98,74,103
2.65,197.27,92,109
1.67,161.55,76,101
1.58,155.78,79,100
8.33,167.78,89,107
2.42,116.09,64,78
3.87,164.39,86,108
1.26,137.44,66,85
2.34,133.41,70,82
3.49,159.34,82,103
2.00,122.87,60,82
1.55,157.06,73,89
15.95,160.33,78,93
1.04,117.71,69,91
1.64,189.36,84,107
1.62,176.36,82,116
2.64,147.54,80,102
3.36,128.42,82,114
1.00,142.62,64,80
1.32,148.87,83,105
1.76,189.42,81,100
5.75,181.52,82,105
1.40,157.98,80,109
15.00,145.60,74,87
4.29,148.86,64,85
2.63,145.61,78,108
1.00,125.29,72,93
5.51,157.03,79,107
15.87,124.36,64,78
1.37,194.22,59,81
1.61,123.50,70,86
1.46,234.31,62,82
2.07,167.09,70,89
2.10,199.73,71,88
22.52,114.44,65,80
6.55,190.66,57,68
1.47,116.62,53,64
2.04,180.25,58,75
7.88,110.52,54,65
1.29,279.30,63,74
2.00,128.32,63,76
1.00,229.76,58,73
7.88,160.69,66,81
1.99,268.38,72,91
1.08,178.69,67,80
3.13,284.05,69,84
1.08,102.94,70,88
3.45,252.44,78,86
4.32,118.31,59,73
1.59,249.51,78,97
3.13,72.09,52,61
5.58,294.99,73,93
1.69,101.19,54,69
2.27,260.43,69,87
8.88,142.11,67,90
1.03,272.65,64,80
1.28,130.13,68,84
1.04,303.84,83,100
6.23,141.92,70,83
1.27,211.40,71,89
3.00,187.97,72,86
1.09,182.79,67,82
3.71,170.64,72,96
97.82,180.32,70,82
2.45,105.08,66,77
1.21,187.41,63,84
1.53,111.41,57,68
2.69,180.49,66,80
3.91,144.42,73,84
1.08,142.16,57,75
3.31,133.99,64,77
1.02,193.32,77,103
3.42,199.11,70,88
1.25,156.33,70,92
6.33,190.62,74,83
1.24,131.88,58,72
1.39,168.26,85,104
1.37,147.92,65,78
1.85,161.17,65,74
2.35,164.33,72,88
2.40,132.31,71,80
9.55,172.82,72,91
4.41,121.13,59,72
1.39,149.13,63,79
3.66,118.34,61,74
2.97,156.68,54,59
1.01,110.87,56,75
3.52,158.47,57,70
1.42,129.97,66,92
1.59,189.23,66,90
2.32,168.29,66,82
3.76,110.76,67,88
2.03,160.67,58,68
1.06,140.81,62,80
2.57,195.77,77,89
1.05,142.09,71,83
3.17,180.24,82,111
2.45,151.51,64,87
1.27,157.72,73,90
3.38,107.75,72,88
7.35,159.04,64,82
1.62,116.72,59,70
1.08,172.48,62,80
1.65,108.88,70,85
2.62,146.76,83,97
7.59,139.95,73,84
1.42,153.40,62,75
1.50,173.12,71,100
3.71,202.87,77,98
1.03,84.38,45,62
2.79,194.71,79,110
1.04,136.22,72,89
1.39,251.21,84,95
2.00,191.77,87,112
17.02,216.81,90,110
1.47,105.32,52,57
1.23,179.77,78,108
2.91,116.70,71,88
1.00,162.22,65,77
1.23,179.52,71,79
4.15,191.96,80,105
1.03,126.11,71,81
110.36,229.97,77,89
2.02,163.29,72,86
1.21,153.83,60,73
1.00,115.58,72,84
1.35,205.30,80,92
2.24,147.53,73,88
2.25,223.66,78,97
1.26,113.27,62,81
2.45,163.24,72,89
3.17,130.65,63,74
1.83,160.71,62,70
3.21,94.21,71,93
2.52,214.41,63,72
1.06,84.06,56,78
5.88,177.25,71,88
2.34,93.00,61,79
1.84,222.97,63,83
3.04,121.25,66,73
1.00,137.17,73,88
8.65,116.65,69,76
1.67,139.64,64,74
1.71,89.76,56,65
1.07,233.93,85,102
1.32,128.21,73,88
3.46,283.84,88,108
3.06,117.80,76,90
1.93,195.77,66,82
9.76,125.86,63,76
1.72,142.37,66,75
1.71,98.70,57,67
2.84,185.70,71,88
1.39,130.15,67,81
2.59,212.43,71,86
2.79,76.11,59,76
1.04,176.67,68,84
1.29,112.32,67,80
1.02,178.67,70,87
4.60,161.12,79,100
2.76,202.88,75,94
1.34,156.42,66,74
1.23,260.51,74,88
1.32,176.42,77,93
2.19,297.39,75,94
1.31,113.17,66,88
1.29,266.32,67,85
2.00,79.01,63,75
2.03,268.00,68,80
1.63,126.93,64,80
1.71,248.99,64,76
2.01,115.33,64,76
1.88,318.99,76,90
1.46,83.33,56,73
1.71,256.23,73,90
1.35,77.28,56,69
4.09,259.34,74,87
2.10,97.56,54,68
2.07,225.84,65,85
6.08,103.29,52,65
3.06,254.29,63,73
3.18,92.84,59,68
1.00,285.26,68,86
2.12,142.61,62,75
1.81,345.49,86,106
6.54,351.67,75,92
1.01,342.31,82,98
2.10,184.22,81,108
1.02,300.95,83,103
2.98,231.19,72,90
1.01,368.81,82,108
1.02,217.62,81,99
5.66,505.05,108,141
3.34,227.91,71,87
3.44,394.88,97,125
2.09,184.46,77,96
1.03,416.56,87,115
1.01,228.55,82,103
6.58,475.40,100,132
1.44,237.03,81,93
1.26,386.93,92,110
6.33,240.76,95,111
2.45,292.60,69,90
2.20,175.15,76,87
6.09,357.54,69,87
1.35,144.15,56,72
5.33,323.37,81,113
1.27,132.45,60,77
1.38,303.93,79,100
2.39,173.88,77,97
1.22,299.66,83,106
1.39,148.59,76,97
5.88,340.41,85,105
1.03,224.57,73,91
3.30,460.02,76,98
1.26,204.94,76,99
2.80,478.39,97,119
1.04,192.98,82,97
1.01,388.16,94,125
5.70,246.07,87,98
2.73,349.85,122,147
1.02,305.48,106,142
1.04,442.01,99,113
2.67,223.35,124,147
3.04,393.67,118,133
1.29,199.27,101,126
2.99,439.92,101,122
5.10,130.93,86,106
1.29,344.50,91,120
2.61,160.83,92,105
1.51,333.65,86,113
3.26,150.18,90,112
1.73,355.28,81,98
1.71,146.23,91,109
1.31,342.52,82,100
1.69,94.22,73,88
1.49,389.01,93,112
1.63,208.51,80,90
3.45,357.13,78,96
3.07,125.51,77,92
1.65,346.89,95,114
1.65,144.80,78,95
1.24,344.29,94,109
5.75,119.59,69,82
6.12,352.68,84,101
1.36,142.11,79,99
3.06,332.18,78,92
2.72,135.46,89,100
1.00,356.22,91,110
5.32,134.37,89,104
2.14,383.54,104,124
3.21,141.64,100,121
1.04,377.37,98,118
1.02,171.41,104,128
1.01,432.11,127,152
1.60,560.01,118,153
1.42,603.08,110,129
1.02,248.54,106,125
2.73,436.81,114,137
2.48,201.32,98,116
3.26,351.35,101,122
1.21,213.86,85,103
3.23,333.79,94,121
3.16,100.66,79,100
2.44,264.92,82,97
2.60,122.42,60,66
1.42,338.60,84,103
1.54,119.63,73,93
1.22,253.82,83,99
3.10,156.74,81,100
3.38,317.80,83,109
3.44,108.73,73,88
3.13,288.16,78,92
2.05,138.94,71,92
3.37,269.89,67,79
1.00,99.64,71,85
1.31,376.62,80,101
1.79,136.99,87,110
1.20,304.14,85,109
1.09,181.31,90,107
1.03,367.34,93,119
3.94,291.33,100,129
6.43,423.80,106,126
5.12,91.74,72,83
2.22,361.81,90,114
1.00,99.38,62,74
1451.53,311.81,90,118
1.58,123.14,79,100
3.73,229.96,80,97
5.91,116.76,67,82
1.01,307.70,70,87
1.22,125.29,60,75
1.38,320.92,85,100
2.12,182.80,83,97
1.92,354.98,91,108
700.61,226.88,74,98
2.63,187.28,65,80
1.24,212.74,66,76
1.22,237.88,73,91
8.51,146.08,63,80
3.03,297.71,72,94
1.41,111.04,67,81
1.44,285.32,79,98
8.79,101.92,85,101
3.53,216.90,63,80
1.84,124.24,77,103
2.24,425.96,81,93
6.75,87.05,71,91
1.31,251.51,78,91
1.00,305.48,78,92
1.24,261.58,84,99
3.45,130.17,86,94
2.22,321.00,92,112
4.82,153.21,81,99
18.74,266.27,78,89
1.72,113.89,69,89
1.21,334.78,77,97
2.70,94.77,72,92
1.00,244.43,81,100
1.23,208.99,91,118
63.74,317.25,87,111
3.58,145.87,75,84
1.03,280.94,77,99
1.21,152.70,79,90
1.01,330.48,96,128
1.00,183.80,82,91
1.41,495.59,117,149
48.78,353.72,84,104
2.66,446.11,87,109
1.61,130.54,63,80
3.69,284.81,78,105
3.59,183.26,72,87
3.21,265.86,79,100
1.00,89.77,61,68
7.81,302.10,77,102
1.08,116.00,82,105
1.01,326.66,107,135
1.86,250.96,98,125
1.36,317.15,94,117
746.05,358.77,97,109
1.13,377.57,89,106
1.32,185.13,87,98
1.08,467.17,99,127
1.12,183.62,95,121
1.25,389.36,103,120
3.25,273.72,91,106
3.49,348.42,102,119
2.19,179.77,80,95
1.43,284.98,88,105
5.54,142.98,78,92
4.14,253.62,76,83
1.27,141.70,79,89
1.33,245.80,70,83
1.02,138.29,73,86
2.90,318.87,85,107
1.14,140.08,80,93
1.01,337.71,106,132
1.35,288.03,90,108
3.22,445.54,106,134
1.25,211.89,93,106
1.16,313.16,103,137
1.28,241.20,93,113
1.43,295.79,98,118
3.79,185.61,85,107
13.03,225.62,82,98
1.09,127.39,61,83
1.61,270.05,78,94
2.20,202.81,80,102
6.36,317.65,81,95
1.01,165.26,67,81
1.22,292.70,88,110
1.07,162.56,75,87
1.06,276.36,90,105
1.06,353.13,106,132
1.25,561.16,117,147
1.21,521.87,99,117
3.71,617.41,112,133
2.15,239.89,94,107
8.70,260.41,92,111
3.44,159.84,68,78
1.24,279.45,80,103
74.91,123.43,59,67
1.09,272.93,71,81
2.54,134.46,69,90
3.13,278.70,71,95
1.85,149.32,77,89
1.03,179.35,80,98
2.89,195.38,80,99
4.84,213.11,92,115
1.66,164.14,65,79
1.20,225.68,73,97
5.96,198.10,70,83
3.83,229.04,70,93
4.06,153.93,56,68
1.36,199.01,62,72
1.07,138.54,67,71
2.70,272.84,73,90
5.36,191.60,82,101
1.76,178.41,67,91
2.03,201.23,74,88
5.35,197.54,63,78
1.06,197.24,78,100
4.30,280.35,73,90
1.63,207.14,82,99
2.61,292.36,89,106
1.15,192.88,77,95
1.36,247.30,89,107
3.22,325.65,93,114
95.29,266.47,89,111
1.38,246.40,66,79
1.08,286.41,81,106
6.61,244.96,83,98
1.32,228.41,114,136
4.42,273.67,87,106
2.68,239.44,89,110
1.02,145.82,79,99
1.39,431.92,102,124
7.66,360.97,112,132
1.28,272.56,75,89
1.04,306.53,84,111
1.02,579.81,104,127
1.01,359.64,92,114
1.05,952.48,125,150
1.25,748.33,107,137
3.28,298.62,85,103
1.30,338.68,102,116
7.18,242.22,69,82
2.63,213.14,88,105
2.18,223.27,81,107
2.58,223.00,82,103
18.84,247.67,73,86
2.57,161.85,62,87
1.31,226.65,75,95
3.11,230.71,66,82
1.51,169.87,65,81
233.09,174.08,69,89
3.34,153.09,75,91
2.58,129.75,62,75
3.03,216.06,63,81
1.04,158.34,73,100
3.44,189.44,62,76
1.01,170.84,83,99
3.27,168.98,87,105
2.24,162.58,72,93
2.93,212.51,87,104
1.49,126.05,78,95
1.67,209.84,77,103
8.99,195.08,86,113
1.03,173.65,73,84
2.09,282.79,87,107
1.58,183.57,79,99
46.22,190.57,84,109
3.02,185.89,71,89
5.39,142.82,67,78
1.70,162.99,72,94
7.48,199.69,70,90
1.95,147.34,71,86
2.21,173.87,81,108
1.09,184.39,77,91
1.34,204.72,88,110
6.43,206.24,83,104
2.70,202.93,82,93
1.06,209.41,75,88
3.33,212.76,85,110
3.34,146.83,78,106
2.18,206.37,80,96
1.04,152.97,78,107
1.05,259.13,85,111
33.29,227.35,90,113
2.88,219.59,96,129
2.64,163.27,84,116
2.26,230.99,86,110
2.62,237.16,76,97
1.82,193.98,73,93
3.26,240.14,81,93
1.52,174.11,77,97
2.45,133.14,67,83
2.36,194.90,77,97
1.07,185.32,75,87
5.96,236.12,80,106
5.00,118.62,66,85
1.05,214.60,76,97
2.12,174.42,79,96
2.94,207.01,77,98
1.57,130.79,72,87
1.02,313.22,83,102
1.26,277.84,81,106
2.11,300.35,84,101
2.41,199.74,79,91
1.50,282.18,81,97
51.67,146.98,66,82
3.39,199.12,71,95
3.14,117.00,65,89
1.00,181.83,68,89
2.58,220.55,72,90
2.22,227.69,78,107
1.11,190.83,71,87
2.11,327.16,90,114
2.46,166.84,74,91
1.66,242.17,77,91
3.43,167.40,67,75
1.32,236.40,89,110
5.19,171.91,70,82
2.11,260.68,80,94
3.35,154.78,80,99
